gene,undifferentiated,differentiated
Acap1,28,18
Echdc3,27,19
Klf2,21,25
Adap1,19,27
Slc7a7,28,18
Irak4,29,17
Lrrc56,28,18
Shank1,25,21
Kcnmb4,36,10
Ccdc184,31,15
Sestd1,30,16
H3c14,28,18
Cbr2,22,24
Stxbp5l,29,16
Doc2g,24,20
Zfp953,28,16
Rnft2,23,22
Ccl9,25,20
Atp2a3,17,28
Sdc2,30,15
1700010I14Rik,31,14
Dact2,25,20
Tes,29,16
Misp3,23,22
Nod1,29,16
Adss1,23,22
Slc31a2,21,24
Mindy4,30,15
Llgl2,30,15
Tmem254,23,22
1700037C18Rik,19,26
Zfp82,26,19
Rpl10l,32,13
Adamts13,33,12
Bbs10,26,18
Fam161b,28,16
Slc16a12,32,12
B3gnt3,21,23
Cav1,20,24
Mmaa,25,19
Garin5a,29,15
Etfbkmt,28,16
Plscr1,28,16
Malt1,25,19
Cyb5rl,18,26
Gnat2,16,28
Cenpo,35,9
Slc40a1,14,30
Ell2,25,19
Wnk4,23,21
Chadl,12,32
Col7a1,30,14
Iqck,27,17
Gfpt2,24,20
2310030G06Rik,23,21
Glipr1,27,17
Zfp1007,28,16
Mzf1,28,16
Rnf225,29,14
Ces1g,27,16
Zfp963,26,17
Efna4,29,14
Tspear,22,21
Dcxr,24,19
Oaf,25,18
Sprr1a,6,37
Prcd,18,25
Adgra2,26,17
Tmem163,27,16
Osgin1,21,22
Rgs9bp,23,20
Gm28374,24,20
Pnma8c,19,24
Gm527,27,16
Slc66a3,27,16
Nhej1,22,21
Wfdc15a,26,17
Gm14326,28,15
Ccl27a,22,21
Itpripl2,28,14
Aldh1a3,30,12
Gm5624,25,17
Dlk2,15,27
1810024B03Rik,24,18
Bmp4,21,21
Scn1b,18,24
Anxa9,28,14
Il18bp,27,15
1700030J22Rik,23,19
Kcnn1,21,21
Hoxb5,28,14
Lamb2,28,14
Rasl11b,32,10
Bdkrb2,34,8
Slc1a7,16,26
6430571L13Rik,20,22
Acy3,21,20
Gm5141,20,22
S100a16,19,22
Tcf7l1,22,19
Slc18b1,22,19
Col2a1,28,13
Cd164l2,24,17
Ephb3,22,19
Mamld1,31,10
Entpd2,15,26
Slc35f3,19,22
Lhx3,19,22
Sh2d6,23,18
Ppm1j,7,34
Zfp128,26,15
Ppp1r3b,13,28
Hykk,23,18
Crim1,28,13
Zfp175,28,13
Gpt,22,18
Ybx2,14,26
Slc46a1,19,22
Als2cl,20,20
Sqor,18,22
Atp7b,24,16
Tspan12,24,16
Ssc4d,21,19
Tirap,24,16
Ldb2,25,15
Smarcd3,27,13
Gm26920,23,17
Igfbp2,17,23
Efcab11,22,18
Sult6b1,25,15
Rac3,23,17
Sla2,22,18
Neurl2,24,16
Oasl1,22,18
Gm14391,25,15
Catsperg1,29,10
Gm49391,24,15
Aph1c,21,18
Tmem69,22,17
Kif24,16,23
Zfp935,24,16
Zfp949,24,14
Klhl3,24,15
Gm49496,28,10
Zfp54,27,12
Loxl3,29,10
Rdh14,24,15
Ccdc69,16,23
Gm13199,26,13
Cenpi,31,8
Zfp169,26,13
Tuft1,19,20
Oplah,18,21
Dusp26,19,20
Sgsh,21,18
Timp1,26,13
Syne4,20,19
Morc4,18,21
Cdca7l,20,19
Bloc1s3,17,22
Dclre1c,31,8
Rbm24,19,20
Syn3,23,16
Zfp810,23,15
Kifc2,20,18
Izumo4,23,15
Gm49325,20,18
Glis1,26,12
Lyl1,17,21
Pxmp2,25,13
Cib2,21,17
Parvg,26,12
Slc26a6,24,14
Tex26,21,17
Fn3k,25,13
Sfxn5,23,15
Tdrp,14,24
Medag,26,12
Myof,20,17
Myh7b,17,20
Tmem240,22,15
Celf2,28,9
Fam228b,21,16
Scn5a,23,14
Fxyd2,14,23
Egf,27,10
Bcl6,21,16
Shc3,17,20
Npr2,19,18
Tnni1,16,21
Prrx2,24,13
Cfap126,21,16
Ptafr,22,15
Ltbp1,25,12
Frg2f1,20,17
Spin4,29,8
Mmp16,23,14
Prokr2,21,16
Kcnq5,28,9
Myl9,22,15
Zfp595,26,11
Lysmd1,18,19
Nmb,22,14
Specc1,24,12
LINC03051,26,11
Pot1b,24,12
Hspa1b,25,11
Dyrk4,12,24
Sh3yl1,18,18
Krt18,21,15
Colgalt2,21,15
Ttbk1,25,11
Slc16a10,20,16
Tincr,24,12
Ccdc80,29,7
Hoxb3,21,15
Coro6,14,22
Pgap6,25,11
Vwf,19,17
Grin2d,26,10
Armh1,20,16
Pkn3,25,11
Sh3d19,19,17
Tnfrsf21,19,17
Ppara,17,19
Cdc42ep3,18,18
Ptges3l,15,21
Cep112,25,11
Adgrd1,17,19
Clmn,23,13
Slco2b1,22,14
Tmem86b,20,16
Glyctk,22,14
Islr,20,15
Zfp947,18,18
Ppp1r1c,18,17
Rab43,19,16
Ptger3,16,19
Esr1,22,13
Fbln5,17,18
Rnf26rt,24,12
Six5,19,16
Cryba2,11,24
Hes7,20,15
Apoe,21,14
Crhr1,11,24
Nfkbid,20,15
Hoxd4,20,15
Il17ra,22,13
Ttc7,21,14
Cox6b2,21,14
Cfap119,16,19
Aldh5a1,23,12
Ankrd23,24,10
Emp2,18,16
Fem1al,28,6
Col20a1,18,16
Afmid,18,16
Tmc4,22,12
Gpsm3,26,9
Il11ra3,19,15
Gm6525,29,5
Ccn2,23,11
Pars2,25,9
Tcim,23,11
Mdfi,21,13
Zfp78,21,13
Jmjd4,26,8
Ankrd42,14,20
Lbh,18,16
Mgat4a,24,10
Dse,26,8
Pid1,13,21
Il11ra2,19,15
Zfp973,19,14
Shpk,14,19
Zfp433,22,12
Zfp882,22,11
Cimip2a,18,15
Carns1,18,16
Dynlt2a2,19,15
Tmem144,19,14
Fam217b,17,16
Gpx8,23,10
Serpinb9,22,11
Arhgap15,23,10
Tnfrsf11b,16,17
Trex1,20,14
Card14,12,21
4930563E22Rik,21,12
Plcl1,20,13
Adamtsl2,30,3
Efs,21,12
Sstr2,19,14
Retsat,18,15
Klf13,25,8
Crybb3,24,9
Bbs12,15,18
Col6a2,24,9
P4ha3,23,10
Kif9,19,14
Slc17a9,17,16
Tmem91,17,16
Zfp599,22,11
Ppihl,20,13
Zfp677,20,12
Scd3,16,16
Hspa12b,16,16
Maskbp3,22,10
Ifitm1,24,8
Gm20517,20,12
Gm44973,16,16
Gm32687,21,11
Rnf223,21,11
Pxdc1,14,18
Agap2,22,10
Kcnh3,16,16
Btbd17,7,25
Kank3,19,13
Htatip2,17,15
Prtn3,20,12
Zfp418,15,17
Fblim1,23,9
Tymp,20,12
Tnfrsf23,16,16
Insl6,17,15
Ccdc15,25,7
Setmar,17,15
Efhc1,20,12
Mblac1,18,14
Zfyve28,20,12
Lmo3,15,17
Bend7,17,15
Tmem14a,17,15
Zfp14,22,10
Akap3,15,17
Asah2,22,10
Rwdd2a,21,11
Aoc2,22,10
Alcam,17,15
Amz1,16,16
Plac1,19,13
Wdr5b,21,11
Irak3,17,15
Tmem116,16,16
Zfp696,12,20
Mrc2,20,12
Tapbpl,19,12
Ovgp1,23,8
Or7d10,16,15
Ccdc122,25,6
Clec11a,16,15
Gask1b,22,9
Pnpla3,14,16
Fam241a,10,21
Sema7a,20,11
Wdfy4,21,10
Ush1c,20,11
H3c6,22,9
Mafa,13,18
Tesk2,16,15
Hoxb6,23,8
Adamts5,21,10
Pxylp1,17,14
Ophn1,20,11
Odad4,13,18
Grb10,22,9
Slc16a13,19,12
Galm,24,7
Slc25a45,17,14
Lipa,17,14
Gja1,21,10
Ptpn14,20,11
Gyg1,19,12
Il17d,14,17
Disc1,18,13
Gm45213,16,14
Tmem25,17,14
Nrg1,20,11
Tmem119,23,8
H2-T22,18,13
Sin3b,23,7
Serpinb8,18,12
Serac1,16,14
Slc32a1,16,14
Slc38a11,16,14
Fosl1,20,10
Nkain4,15,15
Cfap96,17,13
Myo1e,13,17
H4c16,18,12
Depdc7,13,17
Lhfpl1,18,12
Zc2hc1c,20,10
Eme2,20,10
Lrrc36,19,11
Tnc,18,12
Gm49387,17,13
Snapc5,20,10
Pear1,20,10
Col4a2,21,9
Agbl3,12,18
Asap3,16,14
H2bc6,23,7
Magea5,19,10
Gng5c,24,5
Cfap141,18,11
Nap1l2,18,11
Dnhd1,20,10
Nlrx1,15,14
Gm45208,18,11
Meiob,19,10
Chrnb1,19,10
Foxl1,13,16
Rnf207,17,12
Jmjd8,18,11
Cibar2,18,11
Zfp174,18,11
Epas1,21,8
AA986860,15,14
Fam110b,13,16
Idua,20,9
Steap3,17,12
Ccr10,10,19
Gdf9,13,16
Fgf15,20,9
H2-M5,20,9
Zfp619,15,14
Leng9,18,11
Eya1,19,10
Rdm1,13,16
Plpp7,18,11
Rhpn2,16,13
Cdo1,18,11
Wnt5b,19,10
Necab3,16,13
1700003E16Rik,13,16
Lifr,18,11
Il27ra,19,10
Stac3,17,12
Fam120c,13,16
Zic4,21,8
Klhl11,20,8
Xntrpc,22,7
Pdk4,18,10
Gm45837,16,13
Zfp979,18,10
Cst6,11,17
Bcl2l12,16,12
Il6,14,14
Cspg4b,15,13
Eaf2,12,16
Nfatc4,22,6
Sigirr,16,12
Masp1,16,12
Zfp583,17,11
Peli3,18,10
Loxl1,17,11
Ccdc73,16,12
Zfp184,21,7
Mogat2,14,14
A3galt2,19,9
Prelid3a,15,13
AW551984,18,10
Grhl1,20,8
Defb41,16,12
Nat8f1,17,11
Pnldc1,15,13
Lamb1,13,15
Gm20708,15,12
Gfra1,16,12
Gm26965,15,12
Mss51,17,10
Serpinc1,19,8
Psd2,15,12
Nme3,10,18
Pdzd7,11,16
Cd27,5,22
Rapsn,16,11
Gnrh1,16,11
Bcar3,16,11
Susd4,17,10
Dusp9,15,12
Mutyh,16,11
Zfp781a,21,6
Greb1,16,11
Sdc4,17,10
Fam81a,16,11
Triqk,15,12
Plek,17,10
Foxr2,16,11
Prrg1,12,15
Cav2,17,10
Exoc3l,14,13
Abhd15,14,13
Sbsn,15,12
Gm3739,20,6
Zkscan4,12,14
Hoxc5,18,8
Phospho1,12,15
Zfp59,18,8
Zfp747l1,16,10
Adat3,15,12
Eif4a3l2,17,9
1700049E17Rik2,15,11
1700049E17Rik1,15,11
Otulinl,13,13
Jag1,13,13
Trpm5,8,18
Mr1,17,9
Dok7,8,18
Nudt15,18,8
Cyp27b1,13,13
Fam110d,12,14
Ocln,12,14
Gpr137c,15,11
Jazf1,14,12
Il1rap,17,9
Ankrd61,16,10
Kif6,21,5
Taf9b,11,15
Tph1,21,5
P2ry2,11,15
Arl10,19,7
Nap1l5,13,13
Rragb,16,10
Btbd6,15,11
Fhdc1,9,17
Gys2,17,9
Nudt16,11,15
Exoc3l4,15,11
Pdpn,21,5
Gm28539,16,9
Pakap,16,10
Gm28051,18,8
Fsip1,10,16
Eif4ebp3,18,8
Gm14443,18,7
Cnbd2,21,4
Dynlt2a3,12,13
Tst,17,8
Ttc23,10,15
Abcc3,18,7
Sp7,13,12
Egfem1,19,6
Hcn1,15,10
Gab3,13,12
Dnah10,10,15
Tex52,16,9
Jsrp1,14,11
Zfp870,16,9
Ptch2,15,10
Smox,17,8
Lbx2,15,10
Il20rb,13,12
Cdkl1,16,9
Chrd,10,15
Cavin3,15,10
Fam221b,15,10
Aldoart2,18,6
Zfp965,15,9
Gm28557,15,9
Srgap1,16,8
Pde2a,14,10
Onecut1,12,12
Tmt1a2,12,12
Cgn,18,7
Gm49368,15,10
Zfp455,19,5
H2bc24,16,8
Ifi211,16,8
H3c7,19,6
Lat2,15,9
Hmga2,16,8
Lingo4,15,9
H2bc26,14,10
Pcdh18,14,10
Serping1,12,12
A930007A09Rik,13,11
Rgma,12,12
Saxo2,8,16
Snx22,15,9
Zbtb3,10,14
5730409E04Rik,16,8
Tnfrsf25,18,6
Rbpjl,15,9
Acer2,15,9
Cntnap2,7,17
Arhgef37,11,13
Tmem53,11,13
Zfp593os,9,15
Stard6,12,12
2310033P09Rik,21,3
Adamts9,16,8
Cyb5d2,16,8
Chrnb4,11,13
Rab3il1,14,10
Pbxip1,12,12
Eng,17,7
Jph2,16,8
Tpbg,14,10
Frrs1,21,3
Tmem220,14,10
Fhl2,17,7
Panx1,13,11
Zfp708,14,9
Gm20509,14,10
Dhx58,8,16
H2ac20,12,11
Stmn4,6,17
1700109H08Rik,17,6
Frk,17,6
2010109A12Rik,13,10
Slc9a7,13,10
Mmp14,14,9
Arhgap28,15,8
Gng11,14,9
Klf8,13,10
Kcnab3,14,9
Fcgbpl1,10,13
Mapkapk3,12,11
Stk32c,3,20
Cavin4,15,8
Cyp46a1,11,12
Tnfrsf10b,15,8
Dmtn,12,11
Osr1,17,6
Zfp786,14,9
Cd109,13,10
Cfap77,16,7
Neu3,10,13
Gm12258,16,8
Il11,6,17
B3gat2,19,4
Dsel,15,8
Lif,12,11
Cxcr5,14,9
Ager,14,9
Rftn1,12,11
Ccnb1ip1,14,9
Cd46,12,11
Grik4,13,10
Dynlt2a1,10,12
Gm2237,12,10
Gm14412,17,5
Dnajc28,11,11
Rtl8c,13,9
Plin4,11,11
Pcdhb6,12,10
Pih1d2,9,13
Naip2,10,12
Unc13c,5,17
Rem1,10,12
Sema4a,17,5
Spag4,12,10
Cerkl,9,13
Gpd1,16,6
Kitl,15,7
Rims1,9,13
Adam8,18,4
Ccdc3,12,10
Rnf112,13,9
Gzmm,9,13
Cmpk2,10,12
Cdk18,12,10
Cfap54,13,9
Rasl10a,9,13
Syt3,9,13
Hs3st1,15,7
Htra1,17,5
Itga10,15,7
Zfp784,9,13
Cpvl,14,8
Vstm2l,14,8
Eid3,20,2
Sparcl1,12,10
Cxcl1,14,8
Tram1l1,18,4
Tcte1,12,10
Neb,15,7
Pros1,13,9
Itgal,10,12
Pdzd9,12,10
Fgf7,16,6
Mmrn2,13,9
Igflr1,14,8
Tmem88,13,9
Cpa2,16,6
Plekhg3,18,4
Ak8,15,7
Slc25a35,9,13
Rnase4,14,8
Apol7c,13,8
Jak3,14,8
Sdc3,8,14
Mtcp1,12,10
Gadl1,12,9
Vopp1,12,9
Tsacc,13,8
Vsig10l,12,9
Ttc41,15,6
Evpl,5,16
Lenep,12,9
Gpat2,13,8
Ap5b1,9,12
Pde1c,13,8
Rd3,3,18
Fer1l6,6,15
Rhbdl3,9,12
Dhh,13,8
Adal,12,9
Hoxb4,15,6
Endod1,13,8
Ociad2,15,6
Abcg4,14,7
Rep15,14,7
Cldn15,14,7
Spata1,14,7
Gngt2,15,6
Cfap276,5,16
Gfra2,15,6
Nos3,8,13
Soat2,11,10
Krt7,13,8
Slc43a1,12,9
Zfp697,16,5
Ppic,12,9
Ngf,15,6
Sumf2,8,13
Amigo3,11,10
H2-DMa,10,11
Serpine2,14,7
Pla2g4b,14,6
Car6,6,14
H4c8,9,11
Ryr1,12,8
Ramacl,10,10
Prrt2,12,8
Tbx6,10,10
Zcwpw1,11,9
Steap2,13,7
Ccr7,6,14
Mgp,11,9
Lamc2,4,16
Avil,10,10
Icosl,9,11
Wdr93,9,11
1600014C23Rik,12,8
Capn12,14,6
H1f1,15,5
Ccdc74a,13,7
Cyp4f17,6,14
Duoxa2,5,15
Tnfrsf9,9,11
Cp,11,9
Ccdc78,12,8
Glmp,11,9
Ankef1,11,9
Zic1,8,12
Inca1,10,10
Igfbpl1,17,3
Prdm11,10,10
Gpr68,17,3
Lrrc10b,5,15
Zfp69,18,2
Cd44,15,5
Pknox2,16,4
Epha2,8,12
Tlx3,15,5
Ggta1,10,10
Slc12a8,10,10
H2bc9,15,5
Greb1l,11,9
S100a14,9,11
Hopx,13,7
Heg1,10,10
Acot6,7,13
Cd274,13,7
Serpinb9b,16,4
Tgfb3,12,8
4930522L14Rik,10,10
Xlr4c,12,7
Serpinb1b,11,9
Gpr75,16,4
Sag,12,7
Nrn1l,14,5
Fam50b,8,12
Nup58,8,12
Gm49320,10,9
Gm49337,10,10
Gm14393,8,11
Dnaaf4,14,5
Zfp773,17,2
Pla2g2e,6,13
AW146154,9,10
Papln,10,9
Arid3c,10,9
Cgnl1,14,5
Ankrd34b,12,7
Svip,10,9
Zfp874a,11,8
Stk33,8,11
Hsd17b14,9,10
Fbn1,9,10
Trpm3,13,6
Fam43b,13,6
Pheta2,13,6
Kcnh6,10,9
Lrrc55,18,1
Scara5,6,13
Snai1,12,7
Clec2d,13,6
Mx2,14,5
Fam124b,9,10
Cldn14,9,10
Ocstamp,14,5
Trpc1,10,9
Rbm41,11,8
Lrtm2,13,6
Iqsec3,14,5
Prkn,13,6
Gm21985,13,6
Ccn4,14,5
Tbc1d8,13,6
Zdhhc22,14,5
Pcdhb14,13,6
Mturn,13,6
Lrp4,11,8
Tmem255a,10,9
Rgs11,10,9
Rtn4rl2,11,8
Actc1,7,12
Uprt,10,9
Lix1,16,3
Cyp2c55,14,4
Pm20d2,14,4
Ctla2b,10,8
Cpt1b,10,8
Gm8257,9,9
Atg4a-ps,12,6
Hacd4,15,3
Dgkg,11,7
Galntl6,9,9
Rell2,11,7
Dyrk1a,14,4
Vsig1,15,3
Fgf18,4,14
Gm3604,12,6
Gm9918,9,9
Shisal2a,14,4
Kcnc4,8,10
Adamtsl5,8,10
Tubd1,8,10
Glb1l,13,5
Tnfaip8,8,10
Xrcc3,12,6
B4galt2,10,8
Klf4,12,6
Ankrd1,13,5
Thy1,9,9
Pitx1,8,10
B3galt4,7,11
Pnpo,13,5
Pcdhb18,7,11
Nap1l3,10,8
Itgb1bp2,10,8
Sema5a,12,6
Prss33,10,8
Col5a3,9,9
Icam5,9,9
Fgf21,3,15
Angptl7,13,5
9930012K11Rik,11,7
Cfap74,13,5
Gstt1,11,7
Klrg2,7,11
Lin7b,13,5
Myh14,12,6
Vwa5a,13,5
Prokr1,13,5
Map7,13,5
Pdgfra,14,4
Sema6c,14,4
Ece1,13,5
Eda2r,7,11
Mgmt,9,9
Reps2,13,5
Ccdc68,10,8
Samd13,10,8
Lmntd2,13,5
Slc25a47,11,7
Rnf152,14,4
Exd1,8,9
Car15,12,6
Cd59b,12,6
S100a3,8,9
Fgfr2,14,4
Ddc,6,12
Rufy4,16,2
Zfp971,10,8
Ccdc103,10,7
Maf,9,8
Eef1akmt3,11,6
Arhgap9,9,8
H3c15,7,10
Zfp1003,10,7
Tmem200a,10,7
Ppp1r3f,9,8
Adam33,9,8
Gucy1a2,9,8
Ccdc8,6,11
Tstd1,8,9
Tnfsfm13,7,10
Car7,10,7
Il34,9,8
Garin1a,9,8
Slc22a4,11,6
Nat2,12,5
Msh5,12,5
Ooep,12,5
Pgbd1,8,9
1700056E22Rik,9,8
Clec2l,9,8
Kif17,11,6
Fermt3,12,5
Saa3,7,10
Rhox4e,9,8
Mgst2,6,11
Ccno,9,8
Ctsc,9,8
Nat8f4,6,10
Adcy1,10,7
Spats2l,7,10
Sdcbp2,9,8
6820408C15Rik,9,8
Myo18b,17,0
Myo1b,11,6
Shroom4,8,9
Lpin3,10,7
Slc25a29,3,14
Gm50092,8,9
Isg15,4,13
Spmip6,7,10
Tgfbr2,10,7
Tspyl3,11,6
H2-T10,8,9
Igsf5,13,3
Rps23rg1,13,4
Or5b106,10,6
Zfp972,10,6
Npm2,9,7
Sod3,9,7
Sorbs3,10,6
Matk,11,5
Xkr4,10,6
Ccdc159,11,5
Zbtb42,11,5
Gm20532,10,6
Crabp2,9,7
Ptprk,10,6
Klhl33,9,7
Hmcn2,11,5
Ghrh,7,9
Gm26620,8,8
Noxo1,8,8
BC025920,9,7
Rab42,9,7
Galr2,9,7
Zdhhc14,9,7
Pabpc1l,12,4
Rab9b,11,5
Fam151b,6,10
Tgm3,7,9
Wdr97,7,9
Rpgrip1,9,7
Trim65,14,2
Elmo1,10,6
Cpz,9,7
Ggt5,9,7
Zfp469,10,6
Smim18,8,8
Pcdh19,8,8
Zic2,12,4
Adamts6,14,2
Tmem71,12,4
Susd2,13,3
Lrrfip1,10,6
Nkapl,10,6
Mpzl3,8,8
Rab11fip4,10,6
Hyal1,8,8
Sh3bgr,10,6
Plekhh2,10,6
Tektip1,11,5
Calcrl,5,11
Pth1r,6,10
Kcnk10,12,4
Areg,9,7
Ptgfr,9,7
Dqx1,8,8
Kcnk4,8,8
Zfp1010,8,8
Mageb1,10,5
H2bc8,11,4
Zfp268,7,8
Cdh11,8,7
Gm44596,11,4
Ifi205,10,5
Zfp764l1,7,8
H2bc23,10,6
Mst1r,12,3
Gal3st3,7,8
Ly96,8,7
4930503B20Rik,8,6
Slc11a1,8,7
Ephx4,6,9
Adam11,8,7
Rasgef1a,10,5
Hpse,5,10
C2,8,7
Has3,11,4
Fam161a,7,8
Htra4,11,4
Arhgdib,8,7
Capn11,7,8
Npas2,7,8
Ccdc89,5,10
Krt14,13,2
Tec,9,6
2310069G16Rik,9,6
Vwa7,5,10
Otoa,8,7
Ccdc148,8,7
Pycard,7,8
Ogn,15,0
Sat2,6,9
Gjc2,7,8
Fan1,9,6
Or51e2,14,1
Skap1,9,6
Astn2,11,4
Anxa3,11,4
Adamts20,13,2
Rhpn1,5,10
Colec12,10,5
Ces1a,13,2
Tnnt1,6,9
Lrrd1,11,4
Nanos3,7,8
Zfp1008,4,11
Epha4,10,5
Tent5b,9,6
Col9a3,10,5
Stk36,10,5
Tmppe,10,5
Vcam1,9,6
Catsperd,7,8
Ankrd63,3,12
Hif3a,6,9
Brd8dc,9,6
Pla2g4a,13,2
Lat,11,4
Kcnn4,8,7
Ccdc116,7,8
Bco2,8,7
Sema3a,11,4
H3c4,6,9
Gm2174,8,6
H2-M3,12,3
Tns3,7,7
Arl4c,12,2
Ttll9,7,7
Fosb,5,9
Pla2g4c,10,4
Cort,8,6
Efnb3,8,6
Pcdh12,9,5
Casp12,8,6
Gucy2g,6,8
Cstad,11,3
Ldhd,6,8
Cfap90,11,3
Ccdc96,9,5
Cage1,10,4
Nr1h3,5,9
Mmp23,10,4
Bmal2,11,3
1810062G17Rik,7,7
Agrp,8,6
Dmrtc1c2,8,6
Dmrtc1c1,8,6
Ccdc171,9,5
Dnah1,8,6
Dio2,8,6
Thnsl2,10,4
Cyb5d1,9,5
Pianp,11,3
Akap5,12,2
Tmem63c,6,8
Dab2,7,7
Slfn3,6,8
Pygm,10,4
Gpc4,12,2
Cyp1b1,6,8
S100a7a,6,8
Sec14l2,6,8
Hapln4,9,5
Slc46a3,3,11
Dnai1,9,5
Sh3tc1,7,7
Csgalnact1,11,3
Zfp526,11,3
Tgfbr3l,8,6
Lrriq3,5,9
Aox4,8,6
Tmprss7,13,1
Dpp4,10,4
Cbln3,6,8
Sgk3,8,6
Zfp457,9,5
Rassf6,5,9
Esam,6,8
Npr1,9,5
Zfp991,10,4
Tlcd2,6,8
Gm49394,6,7
Pdlim1,8,6
Syce1l,6,8
Igf2,6,7
Gm20683,10,4
Gm28230,6,7
Gm49393,10,4
Nav2,8,5
Gm3512,8,5
Fxyd5,5,8
Slc10a6,8,5
Lefty1,7,6
Pou5f1,8,4
Icam4,9,4
Naaladl1,9,4
Ssxb3,9,4
Npw,8,5
Cntf,8,4
Pcdh7,8,5
Cdk3,6,7
Tlr4,6,7
1700030K09Rik,11,2
Edn1,7,6
Ppm1n,8,5
Npy,12,1
Tmem44,9,4
C8g,10,3
Scnn1a,6,7
Cfap300,9,4
Adcy7,9,4
Igf2bp2,7,6
Adgra1,4,9
Cers3,3,10
Prx,7,6
Elobl,7,6
Elmo3,9,4
Plcd1,12,1
Rem2,5,8
Aqp1,8,5
Traf3ip3,7,6
Strip2,10,3
Nudt17,6,7
Aif1,9,4
Col4a5,9,4
Gprc5b,9,4
Slc16a14,7,6
Gm2102,9,4
BC048507,10,3
Zmynd10,9,4
Mroh5,9,4
Cntd1,7,6
Ikzf2,9,4
Il6ra,3,10
Uba7,9,4
Nckap1l,9,4
Gm6526,4,9
Ncmap,11,2
Zfp551,4,9
Cxcl2,5,8
Tsga10ip,8,5
Cd302,9,4
Gm48552,10,2
Dnai7,7,6
Igf2bp1,8,5
Slc17a7,4,9
Lst1,11,2
Slc5a12,8,5
Ripply2,3,10
Psors1c2,11,2
H4c14,8,4
Gm49361,8,4
Rab11fip5,8,4
Hoxb2,8,4
Tigd3,8,4
Eya2,8,5
Plekhf1,10,3
Ctf2,6,6
Gabra2,7,5
H3c3,5,8
Klhl10,7,5
Prkcb,8,4
Lrp2bp,10,2
Rnf130,6,6
Rusc2,8,4
Gng12,11,1
Spx,7,5
Slc37a2,8,4
Upb1,9,3
Megf10,10,2
2310034G01Rik,7,5
Gdpd3,7,5
Grk4,7,5
Calr4,9,3
Sh3gl3,8,4
Xdh,7,5
Tnnc1,6,6
Pbld2,7,5
Enpp3,8,4
Actn2,8,4
Ntf5,5,7
P2ry10b,8,4
Mrap,9,3
Mctp1,8,4
Zc3h12a,6,6
Xkr7,9,3
Neto2,9,3
Efemp1,7,5
Sstr3,5,7
Tmie,7,5
Ccdc88c,6,6
Htr3b,11,1
Draxin,8,4
Mucl3,7,5
Lurap1,8,4
Phldb3,9,3
Ttll11,5,7
Syt9,7,5
Hhipl2,6,6
Apoa2,8,4
Gm5930,10,2
Dglucy,8,4
Adam19,9,3
Ggn,7,5
Pcdhb15,9,3
Arhgef6,10,2
Tesmin,6,6
Flrt2,8,4
Col8a1,11,1
Dcbld1,8,4
Themis2,2,10
Slc41a3,6,6
Zfpm2,6,6
Zfp811,6,6
Igfbp3,5,7
Zfp992,7,5
Krt5,8,4
C4a,6,6
Mageb3,6,5
Or2aj6,6,6
Fam78a,4,8
Gm28047,7,4
Hspb1,9,2
Aldoart1,6,5
Gm49359,8,4
Gm8206,6,5
Myh13,6,5
Mndal,7,4
Rhox4b,5,6
Mplkipl1,5,6
Mamdc2,2,9
Odf1,7,4
Pde1a,1,10
Trim36,8,3
Nrsn2,8,3
Gnal,6,5
Myo1g,7,4
Rgs14,5,6
Pcolce2,6,5
Aqp3,4,7
Cacnb4,7,4
Ccdc158,8,3
Nckap5,3,8
Mbp,6,5
Septin4,5,6
Erbb2,6,5
Zscan25,6,5
Pfkfb1,9,2
Lims2,6,5
Hdc,3,8
Chat,7,4
Nectin4,6,5
Serpini1,7,4
Ereg,9,2
Syngr4,7,4
Gm14137,9,2
Mlf1,7,4
Samd15,7,4
Gm6871,7,4
Guca1b,8,3
BC049715,6,5
Pak3,8,3
Adgrg6,7,4
Upk1a,7,4
Omp,4,7
Phex,5,6
Fa2h,5,6
Ifi204,5,6
Itgb7,10,1
Pdlim3,8,3
Plscr4,9,2
Plcb1,5,6
Zfp808,6,5
Dll4,3,8
Tspan32,7,4
Pld6,8,3
Il4i1,3,8
Ddn,6,5
Kcnip2,6,5
Mgst1,5,6
Lmo7,9,2
Ap1s3,6,5
Car13,7,4
Lrguk,8,3
Smim10l2a,7,4
Moap1,5,6
Gck,7,4
Col9a2,6,5
Gsap,7,4
Fbxl9,6,5
Mettl24,3,8
Sema3g,6,5
Ggh,6,5
Ptger1,6,5
Plch1,9,2
Grap2,6,5
Car14,9,2
Fzd8,8,3
Hoxd3,4,6
S100a2,8,2
3300002I08Rik,10,1
Irgm2,1,10
Gm21969,4,7
Cx3cl1,6,4
Stc1,6,5
Ccdc63,7,4
Tnfsf13,6,5
H4c18,4,6
Vdr,4,6
Large2,8,2
Plekha4,6,4
Ccdc88b,4,6
Plch2,4,6
Pde4c,5,5
Wnt10b,9,1
Nrtn,3,7
Cdkl4,2,8
Ulbp1,7,3
Slc6a20b,5,5
Dnase1l2,5,5
Phldb2,7,3
Whrn,7,3
Hpdl,7,3
Evc2,5,5
Ifi202b,6,4
Serinc4,5,5
Hoatz,6,4
Synpo2,6,4
Frey1,8,2
Efnb2,5,5
Espnl,7,3
Shroom2,4,6
Fam163b,10,0
Clgn,6,4
6430550D23Rik,4,6
Pdc,6,4
Pkdrej,5,5
Enkur,7,3
