gene,undiff_rep1,undiff_rep2,undiff_rep3,diff_rep1,diff_rep2,diff_rep3
Pnpla3,108,155,134,300,420,363
D3Ertd751e,192,265,200,234,253,416
Ccdc191,238,239,198,280,227,255
Clip4,185,176,187,225,232,341
Coq8a,154,131,158,397,370,355
Tmem238,243,304,306,244,272,210
Hddc3,203,218,236,322,346,259
Wdr45,221,184,197,289,307,320
Zfp873,230,202,278,271,191,273
Nkiras1,222,281,232,181,236,222
Socs3,169,199,225,259,237,264
Polr3gl,186,213,167,321,291,247
Dyrk2,348,199,258,255,173,289
Phka1,261,246,217,271,279,209
Adamts9,354,208,313,237,249,250
Lnx1,285,271,208,239,191,209
N4bp2l1,72,106,145,252,389,406
Coq8b,203,177,171,395,341,292
Tmco4,196,268,206,223,264,276
Col13a1,126,128,138,387,271,447
Zfp965,205,330,201,197,231,182
Mfsd8,323,251,217,291,336,167
Rhoq,126,186,126,374,315,225
Zfp959,221,259,287,220,229,267
Slc16a2,230,163,177,276,258,249
Il17ra,315,252,187,163,172,167
Zfp273,140,227,187,266,362,303
Ttc39a,180,183,197,288,303,220
Ccdc28b,169,197,188,258,271,288
Swsap1,229,222,208,199,271,287
H2-Q1,193,196,159,208,249,274
Wdcp,232,289,159,203,204,191
Ttc30a1,201,168,163,270,278,333
Mbd4,307,337,154,326,325,233
Gstm5,134,226,141,246,253,266
Nrbp2,161,201,189,238,303,254
Spata6,239,233,264,256,280,265
Eid2b,153,190,243,283,239,376
Rhot2,242,316,235,272,239,231
Sestd1,189,385,251,286,201,219
Pradc1,321,307,285,176,163,184
Rpp38,210,192,244,257,214,204
Rnf113a1,259,223,225,253,386,248
Fkbp14,279,235,194,274,177,295
Lpar4,123,145,144,444,395,514
Pms1,247,211,235,133,212,208
Exo5,231,203,192,239,332,347
Filip1,267,249,244,248,280,254
H2-Q5,145,215,156,240,202,302
Fut10,317,319,186,160,193,206
Nsun4,254,253,231,259,246,256
Mfsd13a,262,276,237,203,240,268
Pyroxd2,102,133,145,304,293,325
1190007I07Rik,288,250,225,242,285,201
Ebpl,284,127,253,357,307,347
Zufsp,262,198,204,192,240,264
Kansl1l,170,180,194,293,264,263
BC024978,253,271,160,222,236,266
Lysmd4,183,186,241,249,253,245
Adgrv1,204,161,234,297,381,237
Mplkip,216,226,279,226,284,282
Cox17,267,237,180,220,287,183
Cela1,220,255,264,341,241,214
Mrgpre,201,173,140,300,324,260
Fam174a,166,164,227,299,250,300
Rps6ka5,192,234,179,347,254,223
Fbxo27,234,185,177,196,284,411
Cnnm2,147,191,157,405,263,262
Zfp28,225,169,186,291,337,232
Ccdc138,215,241,326,224,279,241
Scrt2,138,138,176,278,267,274
Ccdc40,196,170,153,312,266,236
Wnt3,179,162,163,299,320,368
Cyp4f13,133,118,96,276,350,294
Wdr31,305,253,333,172,241,261
Hspa12b,157,138,183,328,216,260
Ccdc126,241,279,230,193,206,232
Fkbp1b,207,175,169,267,410,298
Qpctl,262,281,340,255,269,300
Zfp947,178,305,237,282,255,272
Dcp1b,172,189,209,334,203,257
Rbm41,287,243,265,202,350,193
Nudt22,205,202,235,169,199,150
Dock10,206,169,215,261,308,284
Fancf,208,229,200,203,278,257
Klhdc1,155,155,141,269,313,320
Slc7a8,117,88,71,321,421,390
Ccnj,325,266,295,236,149,162
Zfp950,258,262,223,286,253,261
Pstpip1,125,141,150,335,222,219
Map3k15,220,211,154,175,297,295
Casp8,255,207,292,150,159,270
Tnfrsf23,149,146,139,374,315,332
1810010H24Rik,101,48,81,294,533,309
Radil,163,217,207,280,205,316
Pter,229,216,223,208,288,211
Wdfy4,206,183,205,244,240,246
Pik3cd,173,182,144,413,248,221
B4galnt1,269,143,140,295,240,263
Cited1,181,200,212,217,216,320
Churc1,199,176,142,373,321,219
Rpia,256,260,277,194,226,244
Fam98c,159,254,232,200,197,272
Homez,159,188,245,279,264,284
Myh2,166,190,219,337,259,255
Nr4a1,327,299,309,200,159,173
Ndufa4l2,59,42,43,552,380,333
Itgb3bp,290,309,267,252,219,184
Rpl21,290,396,318,230,207,160
Kdm8,172,271,299,214,229,198
Tmem216,260,226,255,197,245,211
Ficd,160,181,167,248,293,302
Cdh24,177,175,123,307,354,219
Dusp22,253,246,182,232,310,285
Zfp940,333,172,197,225,349,199
Zc3h6,139,128,145,244,356,314
Snhg20,285,213,296,150,208,196
Rpp21,228,252,260,290,158,182
Slc26a11,196,201,170,347,223,281
Spsb4,194,265,272,216,240,217
Nthl1,255,203,264,282,183,213
Ggact,186,197,253,256,217,193
Ppcdc,179,178,146,263,216,298
Slc25a26,196,187,166,183,277,246
Hdac8,176,259,249,321,275,268
Btd,229,157,242,267,269,219
Pgap2,146,178,145,237,307,251
Prickle1,230,223,214,261,256,306
Mtmr10,206,245,237,198,196,250
Sspo,108,69,83,542,462,368
Tex9,244,248,225,116,136,254
Zfp438,229,177,218,284,250,343
Zfand1,271,165,159,226,234,323
Tram2,140,207,175,233,281,230
Adcy3,185,223,265,165,352,290
Zdhhc16,223,211,229,227,211,233
Mboat1,321,277,313,185,145,160
Ptprr,281,345,316,107,146,112
Frs3,159,133,172,319,323,286
Zfp189,169,218,254,262,327,336
Fchsd1,209,188,194,213,297,274
2810468N07Rik,129,144,190,347,321,293
Gipc2,243,224,184,229,266,309
Slc38a11,31,66,57,392,337,360
Arhgef15,93,122,83,385,326,270
Rnft2,181,93,124,246,385,385
Stambpl1,230,253,187,226,303,190
Ccdc66,199,277,169,240,317,223
Alyref2,398,215,292,139,181,187
Ada,379,302,307,178,145,98
Mmgt2,266,232,230,256,263,198
Atxn1,128,89,105,261,398,294
Mterf4,225,228,206,317,184,271
Adamts10,272,278,355,185,193,158
Prrt3,178,275,264,181,223,182
Tmem17,257,297,180,177,222,219
Zmym1,270,228,309,182,143,124
Smyd4,311,288,248,191,199,134
E130307A14Rik,229,268,157,272,244,264
Zfp119b,181,134,172,249,289,253
Zfp809,214,220,241,192,186,179
Crem,229,247,148,218,221,270
Ptger3,98,75,102,336,315,449
Cdc42ep2,86,66,104,383,309,388
Zfp449,181,192,198,271,260,255
Zfp764,261,236,260,172,171,239
Nemp2,240,192,272,197,227,182
Ankrd39,282,234,173,175,217,195
Camkk1,245,272,238,209,254,201
Sertad1,192,266,245,271,226,247
Zscan12,163,239,250,211,209,159
Atp5s,226,153,177,320,272,265
Dock3,226,224,232,146,179,160
Gm5071,217,151,258,210,229,223
Tatdn3,197,169,227,276,185,221
Clmp,139,188,250,208,259,250
Proser2,343,399,264,67,69,55
Tsku,95,150,152,274,304,219
Osgepl1,196,207,198,213,243,224
3110040N11Rik,180,147,219,199,202,257
Ddx59,291,162,206,446,268,215
Tcf7l2,267,196,215,143,282,176
Gm15663,180,165,192,259,287,204
Zfp36,260,223,197,156,177,198
Tigd2,213,271,151,254,257,211
Cyfip2,117,158,109,298,252,376
Cox11,235,200,250,196,199,162
Bend5,245,228,295,159,168,153
Col11a2,328,184,252,227,263,263
Lpar6,202,176,154,215,186,171
Arhgap22,216,277,290,121,158,138
Wdr25,245,144,254,206,206,314
Mapk1ip1,248,187,152,274,254,318
Fbxo41,81,107,121,419,313,323
Angptl6,172,100,116,397,323,383
Slc25a42,131,132,119,203,312,425
Naif1,263,233,198,196,128,209
Prdx6b,212,217,235,146,188,128
Bphl,134,97,122,371,321,255
Klhl28,136,171,166,237,279,218
Dpm3,175,210,199,312,245,187
Cd74,21,24,42,388,353,317
Nradd,248,131,197,193,286,227
Mgat4a,195,291,213,222,158,228
Fbxw4,140,106,128,182,279,373
Glrb,147,131,142,351,283,357
Ctnnd2,188,183,142,253,168,183
Folr1,217,286,173,207,166,212
Cisd3,205,156,159,166,222,265
Prrxl1,142,185,148,214,216,301
Dtd2,250,154,264,171,172,159
Rai2,139,159,115,194,278,235
Cgnl1,201,218,179,176,170,179
Srd5a3,151,125,213,257,170,211
Ocel1,191,221,202,158,188,220
Cyp26b1,320,302,302,89,143,177
Oprl1,233,132,194,305,274,248
Arid5a,194,154,171,264,332,215
Itpkc,217,200,183,200,267,227
Cklf,292,262,201,184,155,122
Fbxo17,196,145,151,172,218,322
Mgll,301,209,203,174,209,172
Borcs5,221,178,217,219,234,190
Hoxc10,215,200,316,288,262,192
Colgalt2,91,85,102,355,355,292
Akap6,178,145,157,180,162,257
Gnpda2,261,231,174,282,267,247
8430429K09Rik,171,190,196,173,227,215
Trip10,256,305,194,156,123,165
Sh3bp2,167,212,182,274,207,235
Tspan5,204,147,178,284,340,228
Abcc10,254,128,183,208,268,292
Vkorc1,207,223,187,149,212,190
Zfp85,102,190,168,296,240,213
Cradd,243,263,188,202,163,267
Dpyd,255,239,210,198,172,214
Fancl,154,223,150,223,211,150
Zfp711,196,179,229,212,205,234
Zfp874b,164,142,154,344,185,266
Malt1,137,369,129,206,169,201
Mthfd2l,245,261,203,244,198,249
Nme4,248,176,252,214,199,276
Pecr,238,235,379,164,185,188
Neil1,113,147,115,290,226,298
Asnsd1,179,145,265,199,256,199
Prrt4,17,17,16,382,374,361
Tppp,125,124,134,332,253,385
Myd88,184,293,247,191,144,211
Dclre1c,292,292,211,161,199,187
Sgsh,226,194,170,256,199,188
Rhox4a,157,219,193,166,120,191
Bcl11b,227,150,198,323,172,230
Abhd18,129,128,161,302,230,318
Nubpl,155,197,162,277,298,169
Oxsm,169,135,157,243,343,373
Pcdha8,92,123,113,219,294,244
Scn5a,234,200,226,180,147,149
Ero1lb,123,167,176,211,229,235
Zfp983,122,132,175,247,347,226
Acyp2,320,340,286,113,150,203
Fbxl15,269,286,227,205,196,220
Dpm1,178,244,158,199,262,241
Ltk,168,146,153,184,215,145
Zfp967,233,204,175,241,200,248
Epb41l4aos,173,265,219,271,185,207
Tnip2,197,201,213,185,237,285
Zcchc24,53,41,45,307,407,286
Igfbp2,71,95,100,350,378,359
Rhox4a2,268,217,253,194,185,182
Ciart,71,96,88,330,220,367
Cbr3,323,253,318,155,253,157
Cript,145,209,234,283,170,180
LOC102639505,174,186,156,212,185,206
Tfap2b,171,190,180,194,238,235
Tha1,208,148,208,183,206,224
Gpr176,154,131,178,309,240,241
Cfap46,148,155,173,244,254,244
Hist3h2a,148,134,111,291,284,269
Tvp23a,200,175,165,256,195,214
Gata3,227,174,285,161,177,178
Trmt2b,127,220,159,260,165,268
Kcnd1,101,125,162,302,345,310
Rab15,100,171,143,247,255,230
Glrx,198,184,219,168,188,185
Zfp712,134,160,109,200,268,310
Snx16,206,251,165,157,265,217
Cpeb3,175,156,139,193,169,266
2017-03-03 00:00:00,177,105,261,197,235,241
Sv2a,124,101,210,277,223,319
Nedd9,124,135,224,247,231,219
Prss36,124,147,157,208,299,217
Stxbp5l,172,143,115,311,297,269
Sdsl,235,281,211,195,171,121
2310009B15Rik,156,225,188,280,212,204
Rasgrf2,137,139,116,243,267,252
4933416I08Rik,175,203,175,256,227,151
Ly6e,174,123,106,225,425,232
Ankrd42,179,231,243,219,184,254
Ftx,189,193,190,236,179,153
Crnde,246,137,184,215,209,279
Fam188b,160,261,173,193,144,172
Zfp563,153,239,172,289,221,175
Fgd2,189,177,188,262,175,250
Serac1,150,195,190,213,193,183
Ccdc18,329,240,222,148,187,203
BC029722,222,178,186,195,374,206
Kcnq5,185,164,139,209,255,267
Zfp839,118,167,125,315,225,280
Cxx1c,205,153,173,184,265,220
Fam114a1,200,159,190,184,214,168
Grtp1,140,178,145,257,285,197
Mageb2,141,179,116,214,217,236
Airn,61,105,65,298,326,251
Acp6,158,143,145,204,262,289
Gm30948,115,76,107,385,268,282
Zfp934,250,250,193,192,172,193
Fxyd6,244,164,177,150,152,130
Tchp,252,198,208,198,179,217
Pde4a,173,184,185,216,159,274
Vmac,104,153,143,332,342,253
Lhx9,327,260,257,125,162,103
Itprip,260,190,213,156,140,173
Abcb6,198,226,225,135,136,167
Slc22a15,161,185,158,266,244,280
Olfml2b,220,134,132,160,163,227
Fam195a,290,198,232,141,132,112
Map6d1,134,157,107,314,256,306
Rnls,194,216,188,205,155,149
Psrc1,224,171,191,136,165,131
Otp,278,193,255,187,225,206
Atg16l2,222,217,243,173,161,141
Pfkfb2,172,156,202,192,271,303
Idnk,187,157,143,234,229,191
Cdk5r1,152,246,199,258,167,160
Syde1,193,194,202,221,209,179
Metrnl,172,220,135,258,319,153
Cdk20,187,154,114,187,232,162
Snx32,138,121,169,306,279,256
1110032A03Rik,200,172,196,273,284,237
Rsph9,219,119,142,202,214,253
Hint2,150,165,185,205,237,191
Syt2,89,98,122,203,245,266
Frat1,171,147,237,221,207,212
Fbxo4,180,172,110,208,195,209
Zkscan14,146,119,149,334,201,232
Fam35a,171,243,233,169,182,198
Pdgfrb,63,43,60,294,368,296
Krt8,140,143,121,232,260,234
Spef1,137,162,160,213,141,186
Nfia,118,144,155,252,253,243
9130019O22Rik,209,187,281,184,231,179
Slc37a1,255,210,142,146,188,156
Cercam,159,191,144,224,193,177
Pigyl,167,205,214,174,179,163
Gm5535,184,152,170,203,218,199
Tyw3,179,212,179,172,146,205
Tcte2,141,146,106,229,253,251
Pigl,199,166,219,200,173,222
Hdx,218,178,238,220,180,195
Mrnip,188,179,133,237,169,210
Borcs7,152,164,187,292,211,220
Hhatl,45,34,40,355,281,469
Chic1,146,199,154,246,244,201
Naip2,100,84,139,339,253,311
Mon1a,300,278,216,150,144,165
Zfp213,222,170,204,195,141,161
D930016D06Rik,128,173,161,227,260,281
Wdfy2,146,159,123,311,190,295
Gstm7,63,63,97,361,261,341
Atl1,144,182,148,175,215,286
Acacb,96,185,135,159,245,225
Tert,198,166,214,213,217,273
Gm16001,178,152,173,173,171,222
Matn3,246,212,226,117,152,113
Hrh3,231,357,167,100,135,123
Npepl1,180,212,172,193,236,217
Itga2,156,168,168,210,187,184
Cdsn,44,53,51,437,365,301
Mtrf1,174,130,141,183,216,204
Nmnat1,157,188,215,230,207,204
Tmem150a,162,102,209,164,260,211
Elmod3,176,148,199,253,174,209
Ticam1,122,183,187,180,220,213
Iqcc,138,139,113,215,196,190
Tmem38b,207,130,133,214,245,277
Cgref1,160,129,124,213,196,296
Msx1,230,252,266,138,131,112
Hist3h2bb-ps,131,158,162,253,197,200
Tmem200b,310,223,154,121,125,136
Msantd2,195,209,219,182,172,130
Zfp992,129,104,168,298,292,208
Pinx1,205,214,217,157,155,139
Zfp30,137,148,136,198,280,284
Snhg4,255,254,284,153,133,130
Rpain,235,205,160,174,138,139
D1Pas1,166,169,228,146,185,146
Wars2,222,151,198,292,213,176
Lipt1,161,204,175,183,182,276
Zfp94,153,166,173,176,200,238
2310033P09Rik,212,215,213,171,141,142
Mfsd3,136,164,166,250,189,222
Tmem241,141,142,181,180,350,246
Slc46a1,129,144,193,177,184,241
Tpk1,132,96,102,238,247,195
Nmi,167,164,180,217,147,192
Myh1,112,153,149,175,229,212
Nek8,200,202,241,174,187,183
9430038I01Rik,148,204,131,173,193,183
Hebp2,163,119,177,196,226,255
Dgkq,224,219,173,158,126,164
Coro1a,227,197,174,131,136,136
Zfp385c,17,14,13,349,452,341
Spaca6,292,198,221,156,117,91
Prss41,140,146,136,215,226,222
Mab21l1,129,155,158,240,191,201
Zfp846,183,149,165,215,227,156
Rasgrp2,72,194,134,226,231,219
Edil3,170,180,195,160,170,229
Irgm1,165,178,102,207,282,244
Tmco6,137,140,181,202,144,174
Arhgef4,201,260,158,183,195,200
Echdc2,211,123,182,137,203,148
Ifitm3,186,169,165,237,208,281
Rgs9,152,168,192,226,290,225
Zfp128,195,195,148,316,165,165
Tmppe,168,188,232,172,174,155
H2-T23,115,103,100,260,228,296
Nxt2,217,249,252,189,158,108
Pot1b,248,248,278,88,166,117
Snx29,224,145,122,190,256,249
Ttc32,186,184,222,210,184,167
Mettl23,103,139,132,221,190,288
Il1rap,168,151,118,246,239,181
Gm14393,192,111,138,215,208,147
Pank1,183,191,191,182,186,191
Zfp341,237,158,156,167,198,167
Gm5141,276,215,215,145,196,161
Vps37d,117,140,164,166,211,205
Fbxl12,138,124,116,149,167,267
Stx3,159,254,140,189,167,142
Agap2,202,208,179,150,205,151
Kcnq1ot1,213,157,191,149,209,122
Lipo2,205,150,184,185,173,168
Rapgef3,77,85,110,297,212,262
Ldlrad4,204,248,259,123,90,109
Lcmt2,134,217,122,201,186,211
Slc32a1,120,136,160,206,207,200
Trmt10a,142,157,154,145,159,153
Apex2,166,243,214,188,115,114
Sec16b,196,200,156,178,174,176
Brdt,122,111,122,200,195,262
Kctd21,131,114,113,210,286,270
Itgbl1,122,114,108,182,334,279
Fam124a,108,166,93,242,260,288
Lncenc1,89,106,118,239,219,212
Pgam2,145,122,152,146,271,184
Igip,125,165,146,306,201,226
S100a1,111,153,96,269,229,291
Angptl2,168,192,149,171,182,157
Agtr1a,148,171,211,228,179,223
Ikzf4,126,114,113,220,217,186
Mt3,161,201,228,173,89,147
Prkd3,205,174,240,160,181,163
Ppp1r21,137,229,134,197,205,182
Ttc12,179,137,128,146,173,179
Cox16,149,142,205,225,138,130
Filip1l,161,110,90,242,169,226
Sertad3,180,163,143,222,197,170
Usp2,101,82,106,268,218,215
Ubxn11,109,114,139,227,223,242
Abcb1b,208,221,200,88,89,75
D2hgdh,131,108,136,194,216,245
Rfxank,169,159,174,182,173,189
Nfatc2,176,134,89,243,232,215
3830417A13Rik,144,145,153,171,166,161
Xndc1,245,201,231,136,117,244
Retsat,177,190,227,128,189,95
Alpl,105,112,75,286,206,241
Slc26a6,222,188,143,114,164,204
Star,197,158,240,226,170,135
Rhbdf2,119,128,113,211,206,209
Pyurf,147,163,136,201,191,270
Zc3h11a,161,133,163,215,223,160
Tmem38a,141,95,133,309,265,199
Cd1d1,200,139,173,161,189,208
Igsf9,112,152,195,146,207,206
Yap1,160,199,225,151,129,145
AU041133,125,141,139,129,196,233
Eps8,59,65,64,212,202,263
Fbxw17,154,128,167,110,195,127
Htr6,281,209,308,120,102,151
Myo16,273,185,224,149,145,128
Ankrd13d,166,115,91,203,256,284
Mettl25,132,160,152,193,191,154
Tceanc2,135,110,121,220,170,192
Fkbp11,177,184,269,91,124,94
Kcnt1,14,13,16,364,403,280
Nqo1,188,112,135,167,205,167
Mt2,125,111,93,176,239,205
Grin2d,167,174,145,179,244,189
Zfp991,130,120,146,159,144,183
Mrm2,125,163,187,133,178,141
Lrch2,151,185,176,85,117,106
Tubd1,203,162,196,110,105,117
LOC108167848,144,116,143,194,190,166
Hbegf,291,181,244,94,76,86
Creb3l1,90,91,106,275,264,269
Rora,64,57,54,247,287,281
Llgl2,193,149,170,135,116,125
Rnf112,101,82,84,288,299,215
Lbhd1,202,241,119,143,113,135
Letm2,94,130,109,225,222,198
Myh11,214,164,192,152,135,147
Zfp119a,151,137,150,165,221,234
Npr2,82,63,70,193,263,241
Tbx1,77,92,94,245,230,194
Hcn1,116,129,132,257,217,210
4933407K13Rik,121,188,162,201,110,142
Nadsyn1,106,193,117,266,180,130
Wnk4,141,111,160,183,239,229
Gcnt2,210,296,167,105,100,77
Gfra1,73,69,56,271,360,241
Zfp93,183,182,204,202,176,262
Tmod1,201,199,213,100,112,153
Nphp3,197,173,164,162,159,189
Ankdd1b,176,192,218,133,109,169
Hacl1,148,105,148,179,180,239
Irak2,76,100,98,268,200,303
Aldh3b3,125,110,141,163,190,200
Dmpk,148,153,160,226,139,173
9130023H24Rik,137,154,122,142,181,274
Siae,133,134,127,202,213,159
Adap1,83,130,121,146,222,258
Dqx1,272,311,314,63,54,59
Zfp287,150,130,215,167,151,129
Pigh,154,182,195,178,158,175
Trim45,154,121,122,150,177,163
Ppp1r13l,113,121,128,241,205,162
Ttc7,156,153,229,148,180,171
Dact1,71,71,80,192,348,242
Plpp6,125,130,100,223,182,187
Immp2l,107,99,111,223,228,251
Adm,40,33,34,344,258,298
Vwf,82,136,92,211,229,316
Six3os1,165,84,172,169,192,163
Prelid2,68,60,75,226,298,270
Rfx2,167,157,138,153,222,129
Gfpt2,134,133,121,189,250,201
B3glct,162,165,214,158,182,184
Gm8909,110,111,94,197,168,265
Ttc9,117,93,82,221,228,184
Shc3,80,89,95,269,248,295
Accs,147,101,103,258,206,241
Ppp1r3c,69,54,62,283,230,211
1600020E01Rik,155,140,182,148,213,167
Lrrn4cl,160,95,94,252,154,197
Mafb,63,54,97,366,302,197
Fam131b,233,134,167,139,190,110
Prkd2,162,186,97,154,101,209
Vangl1,115,209,154,133,160,162
Zfp667,140,155,117,178,262,183
C1ql1,69,63,56,199,255,311
AI854703,194,127,221,213,139,209
1110034G24Rik,125,112,125,130,127,192
Fev,140,136,99,158,177,203
Zfp772,144,164,136,195,197,151
4930522L14Rik,113,155,193,125,114,103
Hist1h1e,150,133,159,153,216,187
Gm20939,110,73,126,243,118,207
Acox3,163,130,116,129,220,288
Mreg,211,123,147,141,147,139
Gm5113,151,142,121,236,222,145
Fer1l6,12,17,18,345,281,249
Gadd45a,82,79,84,175,278,363
Gemin7,178,193,220,121,116,132
Zfp600,157,178,115,130,162,191
Gcfc2,179,124,256,135,118,112
Casp6,111,103,171,151,160,134
1700024F13Rik,205,279,248,90,121,81
Tfap2a,123,156,140,131,110,174
Mxd1,169,105,138,220,127,197
1810032O08Rik,138,148,148,89,159,158
Cnih2,120,134,162,127,205,201
Zfp607b,144,173,144,176,158,173
Wnt9a,48,56,53,191,194,253
Kdelr3,134,144,141,198,167,200
Lrrc28,143,114,123,156,180,178
Ece1,38,53,47,311,288,229
Slc16a10,141,158,141,161,159,116
Anxa11,166,120,113,181,232,226
Them4,128,92,185,182,239,198
Evpl,27,34,35,291,271,339
Frem1,70,87,95,169,226,228
Zfp949,143,187,112,138,166,191
Trpm5,20,32,25,320,358,241
Acer2,137,125,123,209,157,258
B3gnt9,104,96,119,204,226,183
Shbg,165,124,160,128,222,151
Inafm1,149,166,234,140,136,109
Dact2,151,134,103,177,144,153
Ptafr,127,163,151,171,105,187
Prx,195,191,244,99,179,116
Zfp953,131,166,111,195,136,143
Tuft1,179,108,153,128,165,164
Jrkl,121,149,123,160,185,183
Pmepa1,208,207,233,60,88,98
Fut11,159,110,123,175,133,137
Aste1,184,185,172,171,159,118
Mageb1,123,124,87,178,191,152
Gdf7,148,150,137,143,149,189
Cilp,4,6,5,275,346,207
Hcrtr1,171,249,176,98,110,76
Acot11,69,118,104,244,196,240
Zfp781,184,146,153,174,165,191
Cdkn3,165,228,230,122,100,134
Lingo3,89,60,103,263,278,128
Sri,144,218,130,107,138,140
Arid3b,176,153,150,139,106,156
Adamtsl2,411,357,277,18,16,17
Cyp2u1,111,125,121,164,144,198
D17H6S53E,167,165,178,204,145,136
Lyn,201,219,222,104,169,129
Ptpre,98,92,98,157,142,208
Cenpo,211,173,210,107,108,137
Gas2,109,81,118,195,151,149
Cd40,128,121,101,254,239,206
Zfp939,145,134,176,167,105,188
Mterf1a,105,120,154,202,202,142
Rhov,133,123,117,212,188,227
Grcc10,158,143,181,161,112,205
Cks1brt,241,202,197,74,104,93
Tmem218,103,95,129,189,138,163
Hoxc6,168,180,186,102,120,93
Zfp3,126,131,168,181,175,180
Ap5b1,136,144,157,196,257,181
Cdkl3,189,134,149,154,158,143
Gm2381,106,120,150,197,120,140
Zfp831,83,79,103,223,242,211
Clcf1,113,161,129,231,159,230
Tfr2,127,90,110,169,159,143
Tmem266,115,146,102,178,170,147
Bambi,195,237,241,82,57,61
Rab13,153,109,163,162,157,171
Rrad,119,160,151,119,113,100
Pcdhgb2,102,179,119,206,197,188
Chst13,54,58,65,234,229,248
Icosl,163,146,183,138,142,166
Gm6524,156,142,143,117,110,158
Lats2,120,135,151,154,134,124
Zfp658,263,287,184,132,142,109
Fan1,181,158,158,155,155,137
Ttc30a2,136,77,133,146,206,141
Plcl1,94,137,132,172,138,165
Ccdc88c,63,102,86,260,234,145
Bvht,110,106,162,213,201,170
Eno4,190,177,164,84,91,98
Ets1,200,130,91,160,157,127
Prelid3a,176,188,158,202,157,158
Mif4gd,126,125,157,185,135,219
Lhx6,146,101,102,159,169,179
Smim8,160,151,118,197,140,167
Tmem120b,155,137,184,136,133,230
A930004D18Rik,160,106,153,163,208,184
Tph2,196,179,166,94,115,95
Zfp956,133,173,134,160,133,138
Chst10,130,165,179,142,137,134
Irak4,148,141,193,165,117,134
Rida,178,191,219,157,133,145
Dll1,60,99,79,208,161,233
Gk,131,131,190,99,101,141
Tmem86a,158,115,123,130,174,190
Fahd1,69,96,110,193,244,220
Cdk15,107,73,49,197,205,234
4930550C14Rik,129,144,99,161,154,150
Rhox4e,187,160,202,96,136,123
Hexim2,188,135,142,154,164,172
Fcgrt,70,99,81,195,164,210
Hoxc4,121,116,179,130,162,133
Nat6,186,83,120,153,183,185
Wbscr27,65,72,62,191,196,181
5031425E22Rik,127,163,113,117,152,156
Cox6a2,29,29,27,360,211,340
Hyi,137,104,149,166,204,152
Tpcn2,220,189,158,129,108,93
Rab2b,132,122,186,221,184,200
Hspbap1,147,123,176,125,111,146
Lysmd1,119,111,148,193,201,144
Ppm1k,109,117,103,266,174,269
Adcy7,140,116,88,209,234,307
Cutc,141,156,165,140,136,139
Dlgap1,173,112,102,139,175,135
Zfp935,101,131,145,159,216,189
Mir692-1,198,232,212,130,113,124
Gpt,234,159,166,208,89,110
Fkbpl,176,127,120,126,119,117
Slc1a7,61,72,51,224,273,192
Wdr78,95,114,126,218,119,140
Tmem29,123,113,121,131,238,159
Napepld,107,102,66,222,141,140
Gm35315,123,147,90,215,219,136
Zfp874a,117,130,147,151,110,155
Trpt1,107,195,151,155,216,134
Magea1,122,156,118,169,188,117
Rex2,135,129,114,126,153,141
Eci3,127,131,102,163,242,131
Rsl1,98,113,194,137,132,174
Smim4,169,219,146,84,104,120
Ccpg1os,75,100,86,223,220,188
Ovca2,106,112,117,153,120,234
Trim16,203,113,114,172,202,153
Morn1,113,103,102,189,174,173
Sft2d3,125,108,154,175,166,151
Eya1,125,119,141,139,154,95
Podxl2,50,68,56,222,194,172
Mob3a,101,151,128,169,91,130
Phf7,137,140,133,136,136,132
Fosb,240,287,248,29,24,24
Cyb5rl,157,102,128,153,172,150
Zscan18,95,119,160,166,83,184
Xpa,138,171,122,156,142,122
Myh14,97,64,88,248,177,196
Lhfp,65,118,109,188,187,179
6430573F11Rik,150,127,121,145,146,186
Polg2,94,139,86,116,144,130
Zfp980,133,126,122,113,143,134
Sstr2,254,185,203,118,78,79
Exoc3l,123,126,155,182,138,120
Zfp58,116,131,76,122,125,154
Crhr1,50,50,64,297,229,270
Bgn,107,86,98,137,165,213
Kctd11,160,151,139,150,182,128
Stat1,124,120,159,178,177,154
Eda2r,21,21,23,361,202,266
2700099C18Rik,174,157,181,153,110,122
Tstd3,139,111,127,164,133,155
Zfyve21,99,97,109,137,158,130
Ttc38,100,97,104,163,178,175
Pipox,49,51,52,183,237,190
Tmem169,116,83,113,144,232,162
Znrd1as,139,104,84,122,127,152
Map3k14,114,112,123,179,242,197
Dusp28,169,181,139,138,163,151
Mcee,104,114,122,121,137,148
Abhd6,126,172,127,177,118,147
Rbm24,49,55,71,139,142,214
Frk,222,239,234,52,51,53
Magea5,138,130,155,130,186,175
Ube2l6,121,143,137,130,169,120
Rmdn1,91,116,104,103,165,216
Prkg2,232,219,250,36,35,30
Mppe1,138,113,175,130,118,163
Ephb3,127,136,105,130,158,197
Hist1h4i,175,140,201,102,112,81
Abhd15,121,88,101,158,159,202
Zfp810,88,115,106,207,256,177
Emc9,67,99,95,157,133,143
Tctn1,127,133,129,126,171,108
Pars2,107,142,123,121,106,163
Rhox4c,175,154,133,130,148,106
4932443I19Rik,192,139,160,113,140,139
Klhl34,123,131,153,188,151,193
Tmem121,133,119,91,152,132,137
Irf9,108,133,129,115,104,142
Greb1l,55,91,89,152,125,179
Saysd1,107,133,131,108,184,131
Cyb561a3,112,126,103,190,112,146
